 year |               team                |             opponent              |  w  |  d  |  l  |  n   
 2006 | German Bundesliga                 | Dutch Eredivisie                  |   2 |   1 |   1 |    4
 2006 | German Bundesliga                 | English Premier League            |   2 |   2 |   4 |    8
 2006 | German Bundesliga                 | French Ligue 1                    |   2 |   0 |   2 |    4
 2006 | German Bundesliga                 | German 2. Bundesliga              |  10 |   2 |   3 |   15
 2006 | German Bundesliga                 | German Bundesliga                 | 235 | 160 | 235 |  640
 2006 | German Bundesliga                 | Italian Serie A                   |   1 |   2 |   2 |    5
 2006 | German Bundesliga                 | Portuguese Liga                   |   1 |   1 |   2 |    4
 2006 | German Bundesliga                 | Russian Premier League            |   3 |   2 |   1 |    6
 2006 | German Bundesliga                 | Spanish Primera División          |   3 |   4 |   6 |   13
 2006 | German Bundesliga                 | Swiss Super League                |   1 |   1 |   0 |    2
 2006 | German Bundesliga                 | Turkish Super Lig                 |   1 |   1 |   0 |    2
 2006 | Greek Super League                | French Ligue 1                    |   1 |   1 |   5 |    7
 2006 | Greek Super League                | Greek Super League                | 178 | 124 | 178 |  480
 2006 | Greek Super League                | Italian Serie A                   |   1 |   1 |   2 |    4
 2006 | Greek Super League                | Scottish Premiership              |   2 |   0 |   0 |    2
 2006 | Greek Super League                | Spanish Primera División          |   0 |   0 |   4 |    4
 2006 | Greek Super League                | Turkish Super Lig                 |   0 |   1 |   1 |    2
 2006 | Italian Serie A                   | Austrian Bundesliga               |   2 |   0 |   0 |    2
 2006 | Italian Serie A                   | Danish SAS-Ligaen                 |   2 |   0 |   0 |    2
 2006 | Italian Serie A                   | Dutch Eredivisie                  |   1 |   0 |   0 |    1
 2006 | Italian Serie A                   | English Premier League            |   5 |   0 |   3 |    8
 2006 | Italian Serie A                   | French Ligue 1                    |   3 |   2 |   1 |    6
 2006 | Italian Serie A                   | German Bundesliga                 |   2 |   2 |   1 |    5
 2006 | Italian Serie A                   | Greek Super League                |   2 |   1 |   1 |    4
 2006 | Italian Serie A                   | Italian Serie A                   | 280 | 238 | 280 |  856
 2006 | Italian Serie A                   | Italian Serie B                   |  15 |   4 |   7 |   31
 2006 | Italian Serie A                   | Portuguese Liga                   |   2 |   0 |   4 |    6
 2006 | Italian Serie A                   | Russian Premier League            |   4 |   0 |   0 |    4
 2006 | Italian Serie A                   | Scottish Premiership              |   1 |   1 |   1 |    3
 2006 | Italian Serie A                   | Spanish Primera División          |   1 |   3 |   4 |    8
 2006 | Italian Serie A                   | Turkish Super Lig                 |   0 |   0 |   1 |    1
 2006 | Italian Serie B                   | Italian Serie A                   |   7 |   4 |  15 |   31
 2006 | Italian Serie B                   | Italian Serie B                   | 322 | 292 | 322 | 1064
 2006 | Major League Soccer               | Major League Soccer               | 154 | 116 | 154 |  430
 2006 | Portuguese Liga                   | Austrian Bundesliga               |   1 |   1 |   0 |    2
 2006 | Portuguese Liga                   | Danish SAS-Ligaen                 |   1 |   1 |   0 |    2
 2006 | Portuguese Liga                   | Dutch Eredivisie                  |   0 |   1 |   2 |    3
 2006 | Portuguese Liga                   | English Premier League            |   0 |   2 |   6 |    8
 2006 | Portuguese Liga                   | French Ligue 1                    |   1 |   0 |   1 |    2
 2006 | Portuguese Liga                   | German Bundesliga                 |   2 |   1 |   1 |    4
 2006 | Portuguese Liga                   | Italian Serie A                   |   4 |   0 |   2 |    6
 2006 | Portuguese Liga                   | Portuguese Liga                   | 174 | 132 | 174 |  576
 2006 | Portuguese Liga                   | Russian Premier League            |   1 |   2 |   1 |    4
 2006 | Portuguese Liga                   | Scottish Premiership              |   1 |   0 |   1 |    2
 2006 | Portuguese Liga                   | Spanish Primera División          |   0 |   1 |   2 |    3
 2006 | Portuguese Liga                   | Swiss Super League                |   1 |   0 |   0 |    1
 2006 | Russian Premier League            | English Premier League            |   1 |   1 |   0 |    2
 2006 | Russian Premier League            | German Bundesliga                 |   1 |   2 |   3 |    6
 2006 | Russian Premier League            | Italian Serie A                   |   0 |   0 |   4 |    4
 2006 | Russian Premier League            | Portuguese Liga                   |   1 |   2 |   1 |    4
 2006 | Russian Premier League            | Russian Premier League            | 159 | 146 | 159 |  470
 2006 | Russian Premier League            | Spanish Primera División          |   0 |   1 |   1 |    2
 2006 | Scottish Premiership              | Danish SAS-Ligaen                 |   2 |   0 |   2 |    4
 2006 | Scottish Premiership              | English Premier League            |   1 |   0 |   1 |    2
 2006 | Scottish Premiership              | French Ligue 1                    |   0 |   1 |   0 |    1
 2006 | Scottish Premiership              | Greek Super League                |   0 |   0 |   2 |    2
 2006 | Scottish Premiership              | Italian Serie A                   |   1 |   1 |   1 |    3
 2006 | Scottish Premiership              | Portuguese Liga                   |   1 |   0 |   1 |    2
 2006 | Scottish Premiership              | Scottish Premiership              | 189 | 114 | 189 |  524
 2006 | Scottish Premiership              | Spanish Primera División          |   0 |   1 |   1 |    2
 2006 | Spanish Primera División          | Austrian Bundesliga               |   2 |   0 |   1 |    3
 2006 | Spanish Primera División          | Danish SAS-Ligaen                 |   1 |   0 |   0 |    1
 2006 | Spanish Primera División          | Dutch Eredivisie                  |   1 |   1 |   1 |    3
 2006 | Spanish Primera División          | English Premier League            |   2 |   3 |   4 |    9
 2006 | Spanish Primera División          | French Ligue 1                    |   1 |   2 |   2 |    5
 2006 | Spanish Primera División          | German Bundesliga                 |   6 |   4 |   3 |   13
 2006 | Spanish Primera División          | Greek Super League                |   4 |   0 |   0 |    4
 2006 | Spanish Primera División          | Italian Serie A                   |   4 |   3 |   1 |    8
 2006 | Spanish Primera División          | Portuguese Liga                   |   2 |   1 |   0 |    3
 2006 | Spanish Primera División          | Russian Premier League            |   1 |   1 |   0 |    2
 2006 | Spanish Primera División          | Scottish Premiership              |   1 |   1 |   0 |    2
 2006 | Spanish Primera División          | Spanish Primera División          | 304 | 214 | 304 |  830
